run,t,streamName,srcMACdec,dstMACdec,pcp,vid,lenB,qLenBits,gateState,meter_conform,meter_exceed,meter_filtered
TimingAttack-#0,0.000001314,0A-AA-00-00-00-08->0A-AA-00-00-00-0A,11725260718088,11725260718090,5,30,150,0,0,1,0,0
TimingAttack-#0,0.000001314,0A-AA-00-00-00-08->0A-AA-00-00-00-0A,11725260718088,11725260718090,5,30,150,0,0,0,0,0
TimingAttack-#0,0.000001314,0A-AA-00-00-00-08->0A-AA-00-00-00-0A,11725260718088,11725260718090,5,30,150,0,0,0,0,0
TimingAttack-#0,0.000001314,0A-AA-00-00-00-08->0A-AA-00-00-00-0A,11725260718088,11725260718090,5,30,150,0,0,0,0,0
TimingAttack-#0,0.000001314,0A-AA-00-00-00-08->0A-AA-00-00-00-0A,11725260718088,11725260718090,5,30,150,0,0,0,0,0
TimingAttack-#0,0.000009810,compromised_attack,11725260718092,11725260718088,0,41,114,0,0,1,0,0
TimingAttack-#0,0.000014290,display_data,11725260718090,11725260718088,3,20,170,0,0,1,0,0
TimingAttack-#0,0.000014914,display_data,11725260718090,11725260718088,3,20,170,912,0,0,0,0
TimingAttack-#0,0.000014914,display_data,11725260718090,11725260718088,3,20,170,912,0,0,0,0
TimingAttack-#0,0.000014914,compromised_attack,11725260718092,11725260718088,0,41,114,0,0,0,0,0
TimingAttack-#0,0.000014914,display_data,11725260718090,11725260718088,3,20,170,912,0,0,0,0
TimingAttack-#0,0.000014914,display_data,11725260718090,11725260718088,3,20,170,592,0,0,0,0
TimingAttack-#0,0.000018690,critical_control,11725260718089,11725260718088,7,10,225,0,0,1,0,0
TimingAttack-#0,0.000025634,critical_control,11725260718089,11725260718088,7,10,225,0,0,0,0,0
TimingAttack-#0,0.000030114,critical_control,11725260718089,11725260718088,7,10,225,912,0,0,0,0
TimingAttack-#0,0.000030114,critical_control,11725260718089,11725260718088,7,10,225,912,0,0,0,0
TimingAttack-#0,0.000030114,critical_control,11725260718089,11725260718088,7,10,225,592,0,0,0,0
TimingAttack-#0,0.000155102,compromised_attack,0,0,0,41,122,-1,-1,0,1,1
TimingAttack-#0,0.000203231,compromised_attack,0,0,0,41,122,-1,-1,0,1,1
TimingAttack-#0,0.000269352,compromised_attack,0,0,0,41,122,-1,-1,0,1,1
TimingAttack-#0,0.000337482,compromised_attack,0,0,0,41,122,-1,-1,0,1,1
TimingAttack-#0,0.000382077,compromised_attack,0,0,0,41,122,-1,-1,0,1,1
TimingAttack-#0,0.000431459,compromised_attack,0,0,0,41,122,-1,-1,0,1,1
TimingAttack-#0,0.000468238,compromised_attack,0,0,0,41,122,-1,-1,0,1,1
TimingAttack-#0,0.000500000,compromised_attack,11725260718092,11725260718088,0,41,114,912,0,0,0,0
TimingAttack-#0,0.000500000,compromised_attack,11725260718092,11725260718088,0,41,114,0,0,1,0,0
TimingAttack-#0,0.000500000,compromised_attack,11725260718092,11725260718088,0,41,114,912,0,0,0,0
TimingAttack-#0,0.000500000,0A-AA-00-00-00-09->0A-AA-00-00-00-0A,11725260718089,11725260718090,0,0,196,912,0,1,0,0
TimingAttack-#0,0.000500000,compromised_attack,11725260718092,11725260718088,0,41,114,912,0,0,0,0
TimingAttack-#0,0.000500000,0A-AA-00-00-00-08->0A-AA-00-00-00-0C,11725260718088,11725260718092,0,0,74,0,0,1,0,0
TimingAttack-#0,0.000507520,0A-AA-00-00-00-08->0A-AA-00-00-00-0C,11725260718088,11725260718092,0,0,74,0,0,1,0,0
TimingAttack-#0,0.000510720,compromised_attack,11725260718092,11725260718088,0,41,114,0,0,0,0,0
TimingAttack-#0,0.000510720,compromised_attack,11725260718092,11725260718088,0,41,114,0,0,0,0,0
TimingAttack-#0,0.000510720,compromised_attack,11725260718092,11725260718088,0,41,114,0,0,0,0,0
TimingAttack-#0,0.000558497,compromised_attack,0,0,0,41,122,-1,-1,0,1,1
TimingAttack-#0,0.000573601,compromised_attack,0,0,0,41,122,-1,-1,0,1,1
TimingAttack-#0,0.000670331,compromised_attack,0,0,0,41,122,-1,-1,0,1,1
TimingAttack-#0,0.000704870,compromised_attack,0,0,0,41,122,-1,-1,0,1,1
TimingAttack-#0,0.000749380,compromised_attack,0,0,0,41,122,-1,-1,0,1,1
TimingAttack-#0,0.000802370,compromised_attack,0,0,0,41,122,-1,-1,0,1,1
TimingAttack-#0,0.000883625,compromised_attack,0,0,0,41,122,-1,-1,0,1,1
TimingAttack-#0,0.000966720,compromised_attack,0,0,0,41,122,-1,-1,0,1,1
TimingAttack-#0,0.001000000,0A-AA-00-00-00-02->01-80-C2-00-00-0E,11725260718082,1652522221582,0,0,72,0,0,0,0,0
TimingAttack-#0,0.001000000,compromised_attack,11725260718092,11725260718088,0,41,114,0,0,0,0,0
